weight;date;price
0.002796;2012-05-24;5.925
0.002496;2012-05-25;70.386
0.002796;2012-05-26;19.642
0.002796;2012-05-27;52.750
0.002796;2012-05-28;51.305
0.002796;2012-05-29;1.795
0.002796;2012-05-30;38.396
0.002796;2012-05-31;98.583
0.002896;2012-06-01;14.887
0.002897;2012-06-02;4.069
0.002898;2012-06-03;49.820
0.002899;2012-06-04;27.134
0.002696;2012-06-05;1.011
0.002796;2012-06-06;45.112
0.002996;2012-06-07;65.113
0.002796;2012-06-08;7.407
0.002796;2012-06-09;90.056
0.002496;2012-06-10;6.382
0.002796;2012-06-11;78.936
0.002796;2012-06-12;92.172
0.002796;2012-06-13;65.925
0.002796;2012-06-14;1.378
0.002796;2012-06-15;93.981
0.002796;2012-06-16;95.531
0.002896;2012-06-17;92.262
0.002897;2012-06-18;66.356
0.002898;2012-06-19;71.688
0.002899;2012-06-20;91.518
0.002696;2012-06-21;43.072
0.002796;2012-06-22;25.198
0.002996;2012-06-23;56.250
0.002796;2012-06-24;91.741
0.002796;2012-06-25;73.609
0.002496;2012-06-26;92.027
0.002796;2012-06-27;50.069
0.002796;2012-06-28;26.928
0.002796;2012-06-29;48.713
0.002796;2012-06-30;1.887
0.002796;2012-07-01;68.898
0.002796;2012-07-02;48.504
0.002896;2012-07-03;95.177
0.002897;2012-07-04;52.590
0.002898;2012-07-05;0.131
0.002899;2012-07-06;51.955
0.002696;2012-07-07;78.102
0.002796;2012-07-08;4.257
0.002996;2012-07-09;75.051
0.002796;2012-07-10;90.739
0.002796;2012-07-11;13.058
0.002496;2012-07-12;51.346
0.002796;2012-07-13;98.625
0.002796;2012-07-14;85.588
0.002796;2012-07-15;62.743
0.002796;2012-07-16;9.997
0.002796;2012-07-17;69.690
0.002796;2012-07-18;8.709
0.002896;2012-07-19;42.464
0.002897;2012-07-20;42.530
0.002898;2012-07-21;56.102
0.002899;2012-07-22;44.706
0.002696;2012-07-23;38.456
0.002796;2012-07-24;35.257
0.002996;2012-07-25;38.327
0.002796;2012-07-26;50.032
0.002796;2012-07-27;55.178
0.002496;2012-07-28;61.811
0.002796;2012-07-29;65.391
0.002796;2012-07-30;44.773
0.002796;2012-07-31;17.348
0.002796;2012-08-01;47.920
0.002796;2012-08-02;69.607
0.002796;2012-08-03;61.922
0.002896;2012-08-04;29.274
0.002897;2012-08-05;74.434
0.002898;2012-08-06;65.910
0.002899;2012-08-07;21.853
0.002696;2012-08-08;10.204
0.002796;2012-08-09;53.321
0.002996;2012-08-10;88.332
0.002796;2012-08-11;91.684
0.002796;2012-08-12;82.858
0.002496;2012-08-13;40.170
0.002796;2012-08-14;61.118
0.002796;2012-08-15;42.475
0.002796;2012-08-16;26.288
0.002796;2012-08-17;19.351
0.002796;2012-08-18;67.580
0.002796;2012-08-19;98.921
0.002896;2012-08-20;77.898
0.002897;2012-08-21;75.286
0.002898;2012-08-22;69.957
0.002899;2012-08-23;73.292
0.002696;2012-08-24;93.272
0.002796;2012-08-25;84.389
0.002996;2012-08-26;45.638
0.002796;2012-08-27;52.816
0.002796;2012-08-28;2.969
0.002496;2012-08-29;79.466
0.002796;2012-08-30;65.931
0.002796;2012-08-31;39.686
0.002796;2012-09-01;48.103
0.002796;2012-09-02;94.621
0.002796;2012-09-03;92.188
0.002796;2012-09-04;20.398
0.002896;2012-09-05;60.655
0.002897;2012-09-06;38.175
0.002898;2012-09-07;98.605
0.002899;2012-09-08;94.887
0.002696;2012-09-09;32.062
0.002796;2012-09-10;76.132
0.002996;2012-09-11;89.992
0.002796;2012-09-12;20.356
0.002796;2012-09-13;32.538
0.002496;2012-09-14;1.926
0.002796;2012-09-15;97.678
0.002796;2012-09-16;77.307
0.002796;2012-09-17;35.975
0.002796;2012-09-18;38.405
0.002796;2012-09-19;82.058
0.002796;2012-09-20;86.950
0.002896;2012-09-21;1.388
0.002897;2012-09-22;93.490
0.002898;2012-09-23;3.540
0.002899;2012-09-24;27.190
0.002696;2012-09-25;72.261
0.002796;2012-09-26;8.434
0.002996;2012-09-27;91.017
0.002796;2012-09-28;63.192
0.002796;2012-09-29;46.164
0.002496;2012-09-30;33.726
0.002796;2012-10-01;71.337
0.002796;2012-10-02;18.759
0.002796;2012-10-03;30.092
0.002796;2012-10-04;55.637
0.002796;2012-10-05;60.801
0.002796;2012-10-06;78.982
0.002896;2012-10-07;97.975
0.002897;2012-10-08;52.697
0.002898;2012-10-09;35.508
0.002899;2012-10-10;29.522
0.002696;2012-10-11;43.642
0.002796;2012-10-12;46.815
0.002996;2012-10-13;21.085
0.002796;2012-10-14;3.573
0.002796;2012-10-15;83.306
0.002496;2012-10-16;8.451
0.002796;2012-10-17;12.553
0.002796;2012-10-18;63.584
0.002796;2012-10-19;28.563
0.002796;2012-10-20;99.421
0.002796;2012-10-21;95.454
0.002796;2012-10-22;71.121
0.002896;2012-10-23;57.229
0.002897;2012-10-24;38.241
0.002898;2012-10-25;5.904
0.002899;2012-10-26;32.876
0.002696;2012-10-27;50.446
0.002796;2012-10-28;14.932
0.002996;2012-10-29;72.107
0.002796;2012-10-30;93.317
0.002796;2012-10-31;45.547
0.002496;2012-11-01;1.189
0.002796;2012-11-02;44.445
0.002796;2012-11-03;20.290
0.002796;2012-11-04;67.879
0.002796;2012-11-05;99.197
0.002796;2012-11-06;20.203
0.002796;2012-11-07;75.971
0.002896;2012-11-08;71.666
0.002897;2012-11-09;16.052
0.002898;2012-11-10;95.358
0.002899;2012-11-11;60.267
0.002696;2012-11-12;85.776
0.002796;2012-11-13;89.805
0.002996;2012-11-14;14.798
0.002796;2012-11-15;40.213
0.002796;2012-11-16;53.292
0.002496;2012-11-17;83.890
0.002796;2012-11-18;81.015
0.002796;2012-11-19;63.223
0.002796;2012-11-20;35.552
0.002796;2012-11-21;88.251
0.002796;2012-11-22;47.255
0.002796;2012-11-23;2.111
0.002896;2012-11-24;61.334
0.002897;2012-11-25;90.139
0.002898;2012-11-26;20.821
0.002899;2012-11-27;28.789
0.002696;2012-11-28;78.906
0.002796;2012-11-29;5.931
0.002996;2012-11-30;13.820
0.002796;2012-12-01;2.046
0.002796;2012-12-02;16.957
0.002496;2012-12-03;13.500
0.002796;2012-12-04;67.243
0.002796;2012-12-05;70.604
0.002796;2012-12-06;37.760
0.002796;2012-12-07;62.187
0.002796;2012-12-08;87.778
0.002796;2012-12-09;18.338
0.002896;2012-12-10;60.830
0.002897;2012-12-11;98.700
0.002898;2012-12-12;15.731
0.002899;2012-12-13;95.872
0.002696;2012-12-14;12.095
0.002796;2012-12-15;30.703
0.002996;2012-12-16;3.917
0.002796;2012-12-17;31.579
0.002796;2012-12-18;18.961
0.002496;2012-12-19;51.632
0.002796;2012-12-20;19.966
0.002796;2012-12-21;92.257
0.002796;2012-12-22;38.689
0.002796;2012-12-23;74.334
0.002796;2012-12-24;83.051
0.002796;2012-12-25;4.714
0.002896;2012-12-26;28.178
0.002897;2012-12-27;5.493
0.002898;2012-12-28;87.164
0.002899;2012-12-29;27.040
0.002696;2012-12-30;32.112
0.002796;2012-12-31;65.047
0.002996;2013-01-01;63.765
0.002796;2013-01-02;84.393
0.002796;2013-01-03;99.672
0.002496;2013-01-04;2.563
0.002796;2013-01-05;87.263
0.002796;2013-01-06;36.070
0.002796;2013-01-07;77.903
0.002796;2013-01-08;41.368
0.002796;2013-01-09;61.249
0.002796;2013-01-10;16.722
0.002896;2013-01-11;45.575
0.002897;2013-01-12;82.066
0.002898;2013-01-13;1.585
0.002899;2013-01-14;61.773
0.002696;2013-01-15;97.471
0.002796;2013-01-16;73.986
0.002996;2013-01-17;3.861
0.002796;2013-01-18;58.713
0.002796;2013-01-19;95.913
0.002496;2013-01-20;39.069
0.002796;2013-01-21;80.039
0.002796;2013-01-22;51.609
0.002796;2013-01-23;44.815
0.002796;2013-01-24;35.976
0.002796;2013-01-25;37.913
0.002796;2013-01-26;10.469
0.002896;2013-01-27;53.294
0.002897;2013-01-28;15.742
0.002898;2013-01-29;69.763
0.002899;2013-01-30;5.830
0.002696;2013-01-31;54.728
0.002796;2013-02-01;17.315
0.002996;2013-02-02;6.398
0.002796;2013-02-03;95.762
0.002796;2013-02-04;68.457
0.002496;2013-02-05;97.352
0.002796;2013-02-06;90.896
0.002796;2013-02-07;61.406
0.002796;2013-02-08;16.169
0.002796;2013-02-09;65.018
0.002796;2013-02-10;88.289
0.002796;2013-02-11;51.180
0.002896;2013-02-12;17.934
0.002897;2013-02-13;98.604
0.002898;2013-02-14;23.143
0.002899;2013-02-15;47.908
0.002696;2013-02-16;96.192
0.002796;2013-02-17;23.011
0.002996;2013-02-18;53.986
0.002796;2013-02-19;19.232
0.002796;2013-02-20;72.804
0.002496;2013-02-21;19.691
0.002796;2013-02-22;51.077
0.002796;2013-02-23;70.979
0.002796;2013-02-24;21.819
0.002796;2013-02-25;36.284
0.002796;2013-02-26;20.026
0.002796;2013-02-27;97.828
0.002896;2013-02-28;6.058
0.002897;2013-03-01;85.420
0.002898;2013-03-02;15.307
0.002899;2013-03-03;48.499
0.002696;2013-03-04;11.613
0.002796;2013-03-05;30.890
0.002996;2013-03-06;3.858
0.002796;2013-03-07;99.082
0.002796;2013-03-08;56.534
0.002496;2013-03-09;44.550
0.002796;2013-03-10;84.358
0.002796;2013-03-11;71.569
0.002796;2013-03-12;29.348
0.002796;2013-03-13;86.184
0.002796;2013-03-14;37.486
0.002796;2013-03-15;59.649
0.002896;2013-03-16;98.172
0.002897;2013-03-17;9.748
0.002898;2013-03-18;24.115
0.002899;2013-03-19;85.359
0.002696;2013-03-20;6.163
0.002796;2013-03-21;69.389
0.002996;2013-03-22;43.822
0.002796;2013-03-23;20.986
0.002796;2013-03-24;93.373
0.002496;2013-03-25;69.745
0.002796;2013-03-26;54.726
0.002796;2013-03-27;84.145
0.002796;2013-03-28;35.710
0.002796;2013-03-29;11.281
0.002796;2013-03-30;79.516
0.002796;2013-03-31;6.814
0.002896;2013-04-01;51.883
0.002897;2013-04-02;58.844
0.002898;2013-04-03;52.923
0.002899;2013-04-04;3.987
0.002696;2013-04-05;46.063
0.002796;2013-04-06;87.255
0.002996;2013-04-07;81.598
0.002796;2013-04-08;28.191
0.002796;2013-04-09;88.576
0.002496;2013-04-10;33.173
0.002796;2013-04-11;3.462
0.002796;2013-04-12;68.837
0.002796;2013-04-13;71.150
0.002796;2013-04-14;81.695
0.002796;2013-04-15;83.139
0.002796;2013-04-16;3.531
0.002896;2013-04-17;97.698
0.002897;2013-04-18;42.307
0.002898;2013-04-19;17.238
0.002899;2013-04-20;43.506
0.002696;2013-04-21;47.202
0.002796;2013-04-22;57.919
0.002996;2013-04-23;76.680
0.002796;2013-04-24;30.897
0.002796;2013-04-25;45.349
0.002496;2013-04-26;1.743
0.002796;2013-04-27;73.094
0.002796;2013-04-28;76.158
0.002796;2013-04-29;99.928
0.002796;2013-04-30;99.137
0.002796;2013-05-01;85.652
0.002796;2013-05-02;69.068
0.002896;2013-05-03;38.554
0.002897;2013-05-04;81.287
0.002898;2013-05-05;51.441
0.002899;2013-05-06;45.288
0.002696;2013-05-07;94.605
0.002796;2013-05-08;12.242
0.002996;2013-05-09;96.775
0.002796;2013-05-10;75.548
0.002796;2013-05-11;40.303
0.002496;2013-05-12;6.079
0.002796;2013-05-13;45.379
0.002796;2013-05-14;37.184
0.002796;2013-05-15;67.880
0.002796;2013-05-16;22.727
0.002796;2013-05-17;41.956
0.002796;2013-05-18;11.899
0.002896;2013-05-19;37.311
0.002897;2013-05-20;87.663
0.002898;2013-05-21;30.463
0.002899;2013-05-22;50.930
0.002696;2013-05-23;8.570
0.002796;2013-05-24;57.827
0.002996;2013-05-25;21.493
0.002796;2013-05-26;22.400
0.002796;2013-05-27;78.681
0.002496;2013-05-28;65.871
0.002796;2013-05-29;93.056
0.002796;2013-05-30;21.397
0.002796;2013-05-31;50.366
0.002796;2013-06-01;29.674
0.002796;2013-06-02;46.998
0.002796;2013-06-03;20.191
0.002896;2013-06-04;36.141
0.002897;2013-06-05;1.710
0.002898;2013-06-06;21.093
0.002899;2013-06-07;1.744
0.002696;2013-06-08;87.285
0.002796;2013-06-09;11.981
0.002996;2013-06-10;54.913
0.002796;2013-06-11;35.573
0.002796;2013-06-12;85.449
0.002496;2013-06-13;68.348
0.002796;2013-06-14;96.006
0.002796;2013-06-15;22.205
0.002796;2013-06-16;31.708
0.002796;2013-06-17;48.631
0.002796;2013-06-18;62.217
0.002796;2013-06-19;89.809
0.002896;2013-06-20;58.918
0.002897;2013-06-21;76.875
0.002898;2013-06-22;79.197
0.002899;2013-06-23;26.835
0.002696;2013-06-24;77.538
0.002796;2013-06-25;94.951
0.002996;2013-06-26;80.363
0.002796;2013-06-27;35.345
0.002796;2013-06-28;44.384
0.002496;2013-06-29;50.761
0.002796;2013-06-30;73.108
0.002796;2013-07-01;58.667
0.002796;2013-07-02;3.483
0.002796;2013-07-03;15.114
0.002796;2013-07-04;50.310
0.002796;2013-07-05;95.421
0.002896;2013-07-06;95.728
0.002897;2013-07-07;51.547
0.002898;2013-07-08;35.724
0.002899;2013-07-09;85.946
0.002696;2013-07-10;51.922
0.002796;2013-07-11;74.600
0.002996;2013-07-12;16.652
0.002796;2013-07-13;88.638
0.002796;2013-07-14;24.771
0.002496;2013-07-15;57.755
0.002796;2013-07-16;65.990
0.002796;2013-07-17;89.280
0.002796;2013-07-18;10.908
0.002796;2013-07-19;96.536
0.002796;2013-07-20;42.414
0.002796;2013-07-21;35.614
0.002896;2013-07-22;11.397
0.002897;2013-07-23;26.458
0.002898;2013-07-24;77.524
0.002899;2013-07-25;63.879
0.002696;2013-07-26;3.702
0.002796;2013-07-27;88.416
0.002996;2013-07-28;69.617
0.002796;2013-07-29;73.847
0.002796;2013-07-30;34.067
0.002496;2013-07-31;42.727
0.002796;2013-08-01;56.600
0.002796;2013-08-02;24.231
0.002796;2013-08-03;2.544
0.002796;2013-08-04;55.474
0.002796;2013-08-05;56.451
0.002796;2013-08-06;16.942
0.002896;2013-08-07;65.741
0.002897;2013-08-08;19.729
0.002898;2013-08-09;60.642
0.002899;2013-08-10;69.988
0.002696;2013-08-11;74.186
0.002796;2013-08-12;87.656
0.002996;2013-08-13;8.589
0.002796;2013-08-14;65.803
0.002796;2013-08-15;76.693
0.002496;2013-08-16;46.671
0.002796;2013-08-17;62.951
0.002796;2013-08-18;11.290
0.002796;2013-08-19;90.246
0.002796;2013-08-20;88.484
0.002796;2013-08-21;48.398
0.002796;2013-08-22;87.278
0.002896;2013-08-23;87.815
0.002897;2013-08-24;61.112
0.002898;2013-08-25;30.624
0.002899;2013-08-26;73.397
0.002696;2013-08-27;13.407
0.002796;2013-08-28;11.828
0.002996;2013-08-29;56.548
0.002796;2013-08-30;84.815
0.002796;2013-08-31;26.248
0.002496;2013-09-01;2.023
0.002796;2013-09-02;63.596
0.002796;2013-09-03;31.942
0.002796;2013-09-04;7.586
0.002796;2013-09-05;81.316
0.002796;2013-09-06;21.780
0.002796;2013-09-07;74.003
0.002896;2013-09-08;2.960
0.002897;2013-09-09;47.323
0.002898;2013-09-10;71.719
0.002899;2013-09-11;85.324
0.002696;2013-09-12;2.821
0.002796;2013-09-13;42.046
0.002996;2013-09-14;53.811
0.002796;2013-09-15;65.582
0.002796;2013-09-16;60.556
0.002496;2013-09-17;2.026
0.002796;2013-09-18;85.670
0.002796;2013-09-19;54.829
0.002796;2013-09-20;13.773
0.002796;2013-09-21;47.839
0.002796;2013-09-22;41.778
0.002796;2013-09-23;92.098
0.002896;2013-09-24;44.351
0.002897;2013-09-25;36.097
0.002898;2013-09-26;86.433
0.002899;2013-09-27;98.322
0.002696;2013-09-28;18.913
0.002796;2013-09-29;64.253
0.002996;2013-09-30;97.156
0.002796;2013-10-01;5.278
0.002796;2013-10-02;10.849
0.002496;2013-10-03;76.797
0.002796;2013-10-04;54.353
0.002796;2013-10-05;85.892
0.002796;2013-10-06;6.940
0.002796;2013-10-07;42.483
0.002796;2013-10-08;91.979
0.002796;2013-10-09;71.102
0.002896;2013-10-10;63.482
0.002897;2013-10-11;27.731
0.002898;2013-10-12;93.766
0.002899;2013-10-13;63.853
0.002696;2013-10-14;49.225
0.002796;2013-10-15;72.697
0.002996;2013-10-16;53.342
0.002796;2013-10-17;78.539
0.002796;2013-10-18;18.563
0.002496;2013-10-19;95.933
0.002796;2013-10-20;43.895
0.002796;2013-10-21;1.618
0.002796;2013-10-22;24.745
0.002796;2013-10-23;32.127
0.002796;2013-10-24;48.459
0.002796;2013-10-25;63.809
0.002896;2013-10-26;16.580
0.002897;2013-10-27;27.090
0.002898;2013-10-28;54.516
0.002899;2013-10-29;34.220
0.002696;2013-10-30;76.663
0.002796;2013-10-31;36.829
0.002996;2013-11-01;15.094
0.002796;2013-11-02;62.663
0.002796;2013-11-03;71.451
0.002496;2013-11-04;86.149
0.002796;2013-11-05;22.123
0.002796;2013-11-06;20.685
0.002796;2013-11-07;8.851
0.002796;2013-11-08;97.774
0.002796;2013-11-09;15.555
0.002796;2013-11-10;55.883
0.002896;2013-11-11;73.025
0.002897;2013-11-12;10.208
0.002898;2013-11-13;49.392
0.002899;2013-11-14;43.442
0.002696;2013-11-15;84.362
0.002796;2013-11-16;82.697
0.002996;2013-11-17;8.942
0.002796;2013-11-18;67.926
0.002796;2013-11-19;86.954
0.002496;2013-11-20;53.192
0.002796;2013-11-21;60.795
0.002796;2013-11-22;45.647
0.002796;2013-11-23;11.831
0.002796;2013-11-24;36.115
0.002796;2013-11-25;26.825
0.002796;2013-11-26;17.509
0.002896;2013-11-27;86.574
0.002897;2013-11-28;21.310
0.002898;2013-11-29;86.885
0.002899;2013-11-30;84.677
0.002696;2013-12-01;8.511
0.002796;2013-12-02;27.904
0.002996;2013-12-03;14.064
0.002796;2013-12-04;24.036
0.002796;2013-12-05;89.751
0.002496;2013-12-06;6.968
0.002796;2013-12-07;67.591
0.002796;2013-12-08;98.360
0.002796;2013-12-09;5.377
0.002796;2013-12-10;94.147
0.002796;2013-12-11;54.179
0.002796;2013-12-12;15.992
0.002896;2013-12-13;49.816
0.002897;2013-12-14;36.486
0.002898;2013-12-15;18.146
0.002899;2013-12-16;69.424
0.002696;2013-12-17;24.908
0.002796;2013-12-18;29.490
0.002996;2013-12-19;17.713
0.002796;2013-12-20;57.089
0.002796;2013-12-21;70.067
0.002496;2013-12-22;30.387
0.002796;2013-12-23;6.700
0.002796;2013-12-24;67.777
0.002796;2013-12-25;87.973
0.002796;2013-12-26;52.777
0.002796;2013-12-27;65.067
0.002796;2013-12-28;14.706
0.002896;2013-12-29;25.380
0.002897;2013-12-30;35.802
0.002898;2013-12-31;75.477
0.002899;2014-01-01;76.334
0.002696;2014-01-02;56.972
0.002796;2014-01-03;71.417
0.002996;2014-01-04;19.223
0.002796;2014-01-05;43.375
0.002796;2014-01-06;93.121
0.002496;2014-01-07;60.552
0.002796;2014-01-08;17.318
0.002796;2014-01-09;72.609
0.002796;2014-01-10;37.350
0.002796;2014-01-11;94.526
0.002796;2014-01-12;71.781
0.002796;2014-01-13;77.834
0.002896;2014-01-14;56.632
0.002897;2014-01-15;94.535
0.002898;2014-01-16;4.974
0.002899;2014-01-17;58.720
0.002696;2014-01-18;26.865
0.002796;2014-01-19;62.456
0.002996;2014-01-20;7.451
0.002796;2014-01-21;27.465
0.002796;2014-01-22;68.193
0.002496;2014-01-23;0.341
0.002796;2014-01-24;45.669
0.002796;2014-01-25;44.165
0.002796;2014-01-26;72.071
0.002796;2014-01-27;79.679
0.002796;2014-01-28;12.542
0.002796;2014-01-29;68.491
0.002896;2014-01-30;5.063
0.002897;2014-01-31;84.563
0.002898;2014-02-01;5.039
0.002899;2014-02-02;15.518
0.002696;2014-02-03;80.438
0.002796;2014-02-04;83.347
0.002996;2014-02-05;56.456
0.002796;2014-02-06;37.981
0.002796;2014-02-07;0.495
0.002496;2014-02-08;10.815
0.002796;2014-02-09;68.462
0.002796;2014-02-10;51.256
0.002796;2014-02-11;32.147
0.002796;2014-02-12;44.984
0.002796;2014-02-13;58.007
0.002796;2014-02-14;83.340
0.002896;2014-02-15;11.958
0.002897;2014-02-16;77.740
0.002898;2014-02-17;27.529
0.002899;2014-02-18;18.084
0.002696;2014-02-19;28.594
0.002796;2014-02-20;79.584
0.002996;2014-02-21;92.912
0.002796;2014-02-22;34.280
0.002796;2014-02-23;88.197
0.002496;2014-02-24;65.792
0.002796;2014-02-25;1.074
0.002796;2014-02-26;72.372
0.002796;2014-02-27;76.657
0.002796;2014-02-28;20.114
0.002796;2014-03-01;72.213
0.002796;2014-03-02;24.820
0.002896;2014-03-03;78.613
0.002897;2014-03-04;99.382
0.002898;2014-03-05;98.486
0.002899;2014-03-06;6.005
0.002696;2014-03-07;46.883
0.002796;2014-03-08;2.179
0.002996;2014-03-09;27.170
0.002796;2014-03-10;67.114
0.002796;2014-03-11;23.642
0.002496;2014-03-12;66.295
0.002796;2014-03-13;27.912
0.002796;2014-03-14;27.912
0.002796;2014-03-15;54.038
0.002796;2014-03-16;2.558
0.002796;2014-03-17;60.932
0.002796;2014-03-18;50.784
0.002896;2014-03-19;68.609
0.002897;2014-03-20;26.195
0.002898;2014-03-21;5.267
0.002899;2014-03-22;29.595
0.002696;2014-03-23;47.529
0.002796;2014-03-24;80.514
0.002996;2014-03-25;76.000
0.002796;2014-03-26;12.903
0.002796;2014-03-27;22.207
0.002496;2014-03-28;80.984
0.002796;2014-03-29;4.413
0.002796;2014-03-30;99.261
0.002796;2014-03-31;83.297
0.002796;2014-04-01;16.619
0.002796;2014-04-02;1.870
0.002796;2014-04-03;53.219
0.002896;2014-04-04;87.326
0.002897;2014-04-05;95.714
0.002898;2014-04-06;67.908
0.002899;2014-04-07;73.699
0.002696;2014-04-08;38.394
0.002796;2014-04-09;43.884
0.002996;2014-04-10;10.533
0.002796;2014-04-11;45.856
0.002796;2014-04-12;48.111
0.002496;2014-04-13;21.324
0.002796;2014-04-14;23.963
0.002796;2014-04-15;89.059
0.002796;2014-04-16;69.852
0.002796;2014-04-17;14.616
0.002796;2014-04-18;79.924
0.002796;2014-04-19;61.592
0.002896;2014-04-20;10.915
0.002897;2014-04-21;87.354
0.002898;2014-04-22;11.593
0.002899;2014-04-23;59.700
0.002696;2014-04-24;44.566
0.002796;2014-04-25;65.003
0.002996;2014-04-26;94.242
0.002796;2014-04-27;50.550
0.002796;2014-04-28;34.463
0.002496;2014-04-29;89.823
0.002796;2014-04-30;16.881
0.002796;2014-05-01;62.974
0.002796;2014-05-02;91.070
0.002796;2014-05-03;95.484
0.002796;2014-05-04;67.344
0.002796;2014-05-05;4.485
0.002896;2014-05-06;18.562
0.002897;2014-05-07;15.093
0.002898;2014-05-08;98.201
0.002899;2014-05-09;36.782
0.002696;2014-05-10;13.160
0.002796;2014-05-11;22.269
0.002996;2014-05-12;21.726
0.002796;2014-05-13;65.064
0.002796;2014-05-14;18.683
0.002496;2014-05-15;74.146
0.002796;2014-05-16;74.746
0.002796;2014-05-17;70.326
0.002796;2014-05-18;45.869
0.002796;2014-05-19;56.134
0.002796;2014-05-20;29.096
0.002796;2014-05-21;1.329
0.002896;2014-05-22;9.728
0.002897;2014-05-23;12.105
0.002898;2014-05-24;5.684
0.002899;2014-05-25;73.446
0.002696;2014-05-26;77.093
0.002796;2014-05-27;51.396
0.002996;2014-05-28;64.540
0.002796;2014-05-29;1.854
0.002796;2014-05-30;75.269
0.002496;2014-05-31;51.764
0.002796;2014-06-01;30.184
0.002796;2014-06-02;31.776
0.002796;2014-06-03;11.528
0.002796;2014-06-04;27.568
0.002796;2014-06-05;70.104
0.002796;2014-06-06;22.654
0.002896;2014-06-07;95.068
0.002897;2014-06-08;81.789
0.002898;2014-06-09;9.850
0.002899;2014-06-10;45.031
0.002696;2014-06-11;54.175
0.002796;2014-06-12;62.183
0.002996;2014-06-13;82.114
0.002796;2014-06-14;46.385
0.002796;2014-06-15;38.016
0.002496;2014-06-16;29.914
0.002796;2014-06-17;90.467
0.002796;2014-06-18;13.552
0.002796;2014-06-19;66.573
0.002796;2014-06-20;37.435
0.002796;2014-06-21;16.726
0.002796;2014-06-22;63.898
0.002896;2014-06-23;75.005
0.002897;2014-06-24;39.016
0.002898;2014-06-25;38.298
0.002899;2014-06-26;93.460
0.002696;2014-06-27;38.966
0.002796;2014-06-28;72.298
0.002996;2014-06-29;65.578
0.002796;2014-06-30;6.321
0.002796;2014-07-01;70.660
0.002496;2014-07-02;97.517
0.002796;2014-07-03;66.640
0.002796;2014-07-04;50.332
0.002796;2014-07-05;71.304
0.002796;2014-07-06;98.956
0.002796;2014-07-07;3.751
0.002796;2014-07-08;28.798
0.002896;2014-07-09;39.163
0.002897;2014-07-10;18.088
0.002898;2014-07-11;17.336
0.002899;2014-07-12;81.722
0.002696;2014-07-13;62.791
0.002796;2014-07-14;73.417
0.002996;2014-07-15;82.287
0.002796;2014-07-16;45.121
0.002796;2014-07-17;8.439
0.002496;2014-07-18;14.146
0.002796;2014-07-19;83.021
0.002796;2014-07-20;93.297
0.002796;2014-07-21;79.864
0.002796;2014-07-22;0.164
0.002796;2014-07-23;36.516
0.002796;2014-07-24;92.682
0.002896;2014-07-25;71.365
0.002897;2014-07-26;62.941
0.002898;2014-07-27;23.633
0.002899;2014-07-28;17.813
0.002696;2014-07-29;36.305
0.002796;2014-07-30;59.453
0.002996;2014-07-31;35.478
0.002796;2014-08-01;73.443
0.002796;2014-08-02;3.444
0.002496;2014-08-03;9.588
0.002796;2014-08-04;57.023
0.002796;2014-08-05;84.868
0.002796;2014-08-06;82.089
0.002796;2014-08-07;86.184
0.002796;2014-08-08;44.829
0.002796;2014-08-09;57.300
0.002896;2014-08-10;45.599
0.002897;2014-08-11;50.828
0.002898;2014-08-12;93.662
0.002899;2014-08-13;90.075
0.002696;2014-08-14;90.284
0.002796;2014-08-15;27.354
0.002996;2014-08-16;80.627
0.002796;2014-08-17;18.798
0.002796;2014-08-18;90.708
0.002496;2014-08-19;80.406
0.002796;2014-08-20;79.821
0.002796;2014-08-21;74.852
0.002796;2014-08-22;64.934
0.002796;2014-08-23;22.655
0.002796;2014-08-24;2.891
0.002796;2014-08-25;36.685
0.002896;2014-08-26;68.372
0.002897;2014-08-27;84.832
0.002898;2014-08-28;38.392
0.002899;2014-08-29;36.856
0.002696;2014-08-30;78.120
0.002796;2014-08-31;83.452
0.002996;2014-09-01;82.609
0.002796;2014-09-02;27.404
0.002796;2014-09-03;16.023
0.002496;2014-09-04;28.466
0.002796;2014-09-05;56.109
0.002796;2014-09-06;12.667
0.002796;2014-09-07;3.580
0.002796;2014-09-08;98.702
0.002796;2014-09-09;12.307
0.002796;2014-09-10;16.377
0.002896;2014-09-11;91.692
0.002897;2014-09-12;33.957
0.002898;2014-09-13;29.855
0.002899;2014-09-14;42.904
0.002696;2014-09-15;46.022
0.002796;2014-09-16;8.663
0.002996;2014-09-17;29.963
0.002796;2014-09-18;71.208
0.002796;2014-09-19;42.565
0.002496;2014-09-20;81.376
0.002796;2014-09-21;35.351
0.002796;2014-09-22;61.389
0.002796;2014-09-23;42.953
0.002796;2014-09-24;97.920
0.002796;2014-09-25;93.772
0.002796;2014-09-26;75.073
0.002896;2014-09-27;75.706
0.002897;2014-09-28;46.443
0.002898;2014-09-29;79.916
0.002899;2014-09-30;34.417
0.002696;2014-10-01;30.235
0.002796;2014-10-02;43.268
0.002996;2014-10-03;84.715
0.002796;2014-10-04;46.713
0.002796;2014-10-05;6.355
0.002496;2014-10-06;97.623
0.002796;2014-10-07;12.904
0.002796;2014-10-08;7.972
0.002796;2014-10-09;86.151
0.002796;2014-10-10;48.611
0.002796;2014-10-11;26.843
0.002796;2014-10-12;75.484
0.002896;2014-10-13;95.941
0.002897;2014-10-14;50.454
